Source,Target,,
SimaSiliwangi33,persib ,,
okinawawa3,ThaiFootballs ,,
Rickythekichlik,ThaiFootballs ,,
lusilustiana_,VikingUinJkt ,,
farisluthf,VikingUinJkt ,,
SimaSiliwangi33,AzzahrahSyifa_ ,,
SimaSiliwangi33,persib ,,
iskandar_09sfr,AzzahrahSyifa_ ,,
afriyanto__,ekowBoy ,,
illarawendi,ekowBoy ,,
13ituindah,persib ,,
charvie_,persib ,,
candranrfjr,ThaiFootballs ,,
NendarRamdani26,tribunjabar ,,
yuniarayun,ThaiFootballs ,,
Ababan114,Gilang_Mahesa ,,
Ababan114,persib ,,
yuniarayun,IndosiarID ,,
yuniarayun,IndosiarSports ,,
IyusViking,Bolalob ,,
BomFree11,bonekcasuals ,,
BomFree11,persib ,,
BayuVirgiawan02,persib ,,
astriasumi,ThaiFootballs ,,
Kegsto,ThaiFootballs ,,
Milan_Vidd,VikingUinJkt ,,
alfiana3285,VikingUinJkt ,,
salman_2103,AzzahrahSyifa_ ,,
salman_2103,persib ,,
NitJeffrey,AzzahrahSyifa_ ,,
northernow,ekowBoy ,,
NISBAR23,ekowBoy ,,
dndsg_,persib ,,
maungleungsir33,persib ,,
VieLovins7,ThaiFootballs ,,
RobiSap58642166,tribunjabar ,,
Frau86015517,ThaiFootballs ,,
Arfngnwn,Gilang_Mahesa ,,
Arfngnwn,persib ,,
BullshirtStore,IndosiarID ,,
BullshirtStore,IndosiarSports ,,
alanseptyawan,Bolalob ,,
indra_comrades,bonekcasuals ,,
indra_comrades,persib ,,
33_gaganalgarni,persib ,,
persib,ThaiFootballs ,,
RobiSap58642166,ThaiFootballs ,,
garutfootball,VikingUinJkt ,,
riedwanmuhammad,VikingUinJkt ,,
suwardiardi,AzzahrahSyifa_ ,,
suwardiardi,persib ,,
jawapos,AzzahrahSyifa_ ,,
maungleungsir33,ekowBoy ,,
aliarbanmarzuki,ekowBoy ,,
charvie_,persib ,,
ladies_Wani,persib ,,
luthfimahdii,ThaiFootballs ,,
rekiperdana1,tribunjabar ,,
febriiansyah10,ThaiFootballs ,,
ateteadi,Gilang_Mahesa ,,
ateteadi,persib ,,
Gilangfzn,IndosiarID ,,
Gilangfzn,IndosiarSports ,,
Barisan1933,Bolalob ,,
Dhodo21,bonekcasuals ,,
Dhodo21,persib ,,
ladies_Wani,persib ,,
basqaraa,ThaiFootballs ,,
DindaDiinddaa,ThaiFootballs ,,
deltasufianti,VikingUinJkt ,,
VikingRangas,VikingUinJkt ,,
Dhodo21,AzzahrahSyifa_ ,,
Dhodo21,persib ,,
Viking_SMKN2Bdg,AzzahrahSyifa_ ,,
BJBB1933,ekowBoy ,,
aufanurul13,ekowBoy ,,
wepe20_,persib ,,
charvie_,persib ,,
luthfimahdii,ThaiFootballs ,,
charvie_,tribunjabar ,,
xxmulaigoyangxx,ThaiFootballs ,,
Duniamurakami,Gilang_Mahesa ,,
Duniamurakami,persib ,,
Barisan1933,IndosiarID ,,
Barisan1933,IndosiarSports ,,
RobiSap58642166,Bolalob ,,
Deanography_,bonekcasuals ,,
Deanography_,persib ,,
kimiwouw,persib ,,
mynameisizal,ThaiFootballs ,,
DediPersib1,ThaiFootballs ,,
charvie_,VikingUinJkt ,,
MaungFootball,VikingUinJkt ,,
Yuyus_yw,AzzahrahSyifa_ ,,
Yuyus_yw,persib ,,
dhedhot_ramdhan,AzzahrahSyifa_ ,,
HusenRamadhan23,ekowBoy ,,
kimiwouw,ekowBoy ,,
charvie_,persib ,,
olanadityaw,persib ,,
arisavin18,ThaiFootballs ,,
Viking3399,tribunjabar ,,
Sekarwangi_82,ThaiFootballs ,,
Agonggunawan19,Gilang_Mahesa ,,
Agonggunawan19,persib ,,
ekiwiratama,IndosiarID ,,
ekiwiratama,IndosiarSports ,,
Kewz_id,Bolalob ,,
shiomayotaiou,bonekcasuals ,,
shiomayotaiou,persib ,,
VJO2013,persib ,,
aliarbanmarzuki,ThaiFootballs ,,
buana_himbar,ThaiFootballs ,,
Kidal_11,VikingUinJkt ,,
realmtaufiq91,VikingUinJkt ,,
WildanON_,AzzahrahSyifa_ ,,
WildanON_,persib ,,
agung_herdian,AzzahrahSyifa_ ,,
kumpulanbandung,ekowBoy ,,
TiPersib,ekowBoy ,,
TOJANGEXO,persib ,,
dinata_83,persib ,,
wepe20_,ThaiFootballs ,,
aakbar_m,tribunjabar ,,
M_Ilyas22,ThaiFootballs ,,
BandungPrasetya,Gilang_Mahesa ,,
BandungPrasetya,persib ,,
GolzJunior,IndosiarID ,,
GolzJunior,IndosiarSports ,,
Viking3399,Bolalob ,,
ilhamyudhisurya,bonekcasuals ,,
ilhamyudhisurya,persib ,,
ewfucksa,persib ,,
alrafiibnu_HS,ThaiFootballs ,,
EghaNovala,ThaiFootballs ,,
BomFree11,VikingUinJkt ,,
Barisan1933,VikingUinJkt ,,
BOBOTOHxBANDUNG,AzzahrahSyifa_ ,,
BOBOTOHxBANDUNG,persib ,,
ziazakiri9,AzzahrahSyifa_ ,,
mx_dople,ekowBoy ,,
BOBOTOHxBANDUNG,ekowBoy ,,
mx_dople,persib ,,
innuuuuuuu,persib ,,
ziazakiri9,ThaiFootballs ,,
tonihermwn,tribunjabar ,,
sisatria_,ThaiFootballs ,,
anggarasmaull,Gilang_Mahesa ,,
anggarasmaull,persib ,,
peachieville,IndosiarID ,,
peachieville,IndosiarSports ,,
irfanmahendra_,Bolalob ,,
alibudi30,bonekcasuals ,,
alibudi30,persib ,,
marley_idam,persib ,,
gemilangibrahim,ThaiFootballs ,,
suryapermanade2,ThaiFootballs ,,
Iyusyusup7,VikingUinJkt ,,
BobotohID,VikingUinJkt ,,
JasaFotoLiburan,AzzahrahSyifa_ ,,
JasaFotoLiburan,persib ,,
33_gaganalgarni,AzzahrahSyifa_ ,,
anggasftwn,ekowBoy ,,
Iqmal_Santani,ekowBoy ,,
noval46_,persib ,,
Viking3399,persib ,,
robertpacker11,ThaiFootballs ,,
hnfhahmd,tribunjabar ,,
samuelchelsib,ThaiFootballs ,,
fadlyfajar_,Gilang_Mahesa ,,
fadlyfajar_,persib ,,
buana_himbar,IndosiarID ,,
buana_himbar,IndosiarSports ,,
Kidal_11,Bolalob ,,
maungleungsir33,bonekcasuals ,,
maungleungsir33,persib ,,
ZahZahrahan,persib ,,
Maulana_Yusuf27,ThaiFootballs ,,
maungleungsir33,ThaiFootballs ,,
SayidR13,VikingUinJkt ,,
ZahZahrahan,VikingUinJkt ,,
Iqmal_Santani,AzzahrahSyifa_ ,,
Iqmal_Santani,persib ,,
van56_87,AzzahrahSyifa_ ,,
Iqmal_Santani,ekowBoy ,,
Iqmal_Santani,ekowBoy ,,
AldziFR,persib ,,
Viking3399,persib ,,
CJenset,ThaiFootballs ,,
RidhoIl81645699,tribunjabar ,,
txxfn,ThaiFootballs ,,
BomFree11,Gilang_Mahesa ,,
BomFree11,persib ,,
BomFree11,IndosiarID ,,
BomFree11,IndosiarSports ,,
BomFree11,Bolalob ,,
Viking3399,bonekcasuals ,,
Viking3399,persib ,,
ewfucksa,persib ,,
nurrezapratama,ThaiFootballs ,,
SayidR13,ThaiFootballs ,,
33_gaganalgarni,VikingUinJkt ,,
luthvieakhmad2,VikingUinJkt ,,
wildanello,AzzahrahSyifa_ ,,
wildanello,persib ,,
piwh33,AzzahrahSyifa_ ,,
AzrilBani,ekowBoy ,,
piwh33,ekowBoy ,,
Rickyabet331,persib ,,
bukanpenonton_,persib ,,
raka_dhit,ThaiFootballs ,,
Chandra_Gumilar,tribunjabar ,,
akbarabayyyyy,ThaiFootballs ,,
Bobotohbaksum,Gilang_Mahesa ,,
Bobotohbaksum,persib ,,
lingga134,IndosiarID ,,
lingga134,IndosiarSports ,,
goyobod45,Bolalob ,,
msptri_,bonekcasuals ,,
msptri_,persib ,,
AGHA2309,persib ,,
muhfeeb,ThaiFootballs ,,
RepzoneMorowali,ThaiFootballs ,,
SebarCopas,VikingUinJkt ,,
ikky_beside,VikingUinJkt ,,
fansrakyat,AzzahrahSyifa_ ,,
fansrakyat,persib ,,
Ultrasunda1933,AzzahrahSyifa_ ,,
vioramss,ekowBoy ,,
agungakhirzaman,ekowBoy ,,
BakulKuota,persib ,,
SouthKlaten,persib ,,
SouthKlaten,ThaiFootballs ,,
DindnSaepudin15,tribunjabar ,,
irfannm21,ThaiFootballs ,,
gilangR33,Gilang_Mahesa ,,
gilangR33,persib ,,
BobotohID,IndosiarID ,,
BobotohID,IndosiarSports ,,
RMAl_Haq,Bolalob ,,
windakusumaning,bonekcasuals ,,
windakusumaning,persib ,,
robbyarsy,persib ,,
Risma1933,ThaiFootballs ,,
maulana_s13,ThaiFootballs ,,
BobotohID,VikingUinJkt ,,
Dayaaat295,VikingUinJkt ,,
RMAl_Haq,AzzahrahSyifa_ ,,
RMAl_Haq,persib ,,
BobotohID,AzzahrahSyifa_ ,,
piwh33,ekowBoy ,,
Haditokenoi,ekowBoy ,,
RMAl_Haq,persib ,,
ewfucksa,persib ,,
Barisan1933,ThaiFootballs ,,
resharizkyale,tribunjabar ,,
DeniNurhayadi,ThaiFootballs ,,
RMAl_Haq,Gilang_Mahesa ,,
RMAl_Haq,persib ,,
bcmerch33,IndosiarID ,,
bcmerch33,IndosiarSports ,,
MaungFootball,Bolalob ,,
Persibfans333,bonekcasuals ,,
Persibfans333,persib ,,
wildanello,persib ,,
RizaAlif13,ThaiFootballs ,,
Aldi_Bachtiar27,ThaiFootballs ,,
alibudi30,VikingUinJkt ,,
bangjawir77,VikingUinJkt ,,
alibudi30,AzzahrahSyifa_ ,,
alibudi30,persib ,,
ewfucksa,AzzahrahSyifa_ ,,
persi85alawasna,ekowBoy ,,
akuratco,ekowBoy ,,
VIKING_JABER,persib ,,
alvianhdyt,persib ,,
bagusprasetya__,ThaiFootballs ,,
andiansyah435,tribunjabar ,,
wearepersibfans,ThaiFootballs ,,
PersibDefender,Gilang_Mahesa ,,
PersibDefender,persib ,,
bandungaktual,IndosiarID ,,
bandungaktual,IndosiarSports ,,
Risma1933,Bolalob ,,
alvianhdyt,bonekcasuals ,,
alvianhdyt,persib ,,
TukangKomporin,persib ,,
vicious08_,ThaiFootballs ,,
Risma1933,ThaiFootballs ,,
RMAl_Haq,VikingUinJkt ,,
Mhadi58007156,VikingUinJkt ,,
BolaBanget,AzzahrahSyifa_ ,,
BolaBanget,persib ,,
MDickyRA_,AzzahrahSyifa_ ,,
Indra_810,ekowBoy ,,
SFS_303,ekowBoy ,,
triyan06,persib ,,
Bdg_foots,persib ,,
farhanmuqaffi,ThaiFootballs ,,
ArdelinoArip,tribunjabar ,,
Loyalapprl,ThaiFootballs ,,
SiharMHSitorus,Gilang_Mahesa ,,
SiharMHSitorus,persib ,,
Dioyohanda,IndosiarID ,,
Dioyohanda,IndosiarSports ,,
KConk1Dhere,Bolalob ,,
SekseehOnline,bonekcasuals ,,
SekseehOnline,persib ,,
dinarfebby96,persib ,,
Infonya_Mas,ThaiFootballs ,,
RimbaAkang,ThaiFootballs ,,
Mr_Gufron,VikingUinJkt ,,
vicious08_,VikingUinJkt ,,
albyanpratama,AzzahrahSyifa_ ,,
albyanpratama,persib ,,
yuniarayun,AzzahrahSyifa_ ,,
Ruddy_Lesmana,ekowBoy ,,
Syamsud41732201,ekowBoy ,,
nahraffarhan14,persib ,,
halloshendy,persib ,,
settingsalad,ThaiFootballs ,,
paridpurnama_,tribunjabar ,,
farisluthf,ThaiFootballs ,,
SaronSi,Gilang_Mahesa ,,
SaronSi,persib ,,
EgaKibar,IndosiarID ,,
EgaKibar,IndosiarSports ,,
Ajighoziin33,Bolalob ,,
RianggaWibawa,bonekcasuals ,,
RianggaWibawa,persib ,,
odangwow,persib ,,
Hristoriz_,ThaiFootballs ,,
syharilaaa,ThaiFootballs ,,
onbobotohonline,VikingUinJkt ,,
GK_Ciputat,VikingUinJkt ,,
NewsToday_ID,AzzahrahSyifa_ ,,
NewsToday_ID,persib ,,
AnangSinatra97,AzzahrahSyifa_ ,,
FerriHoerurizal,ekowBoy ,,
Ndrie_Cielers,ekowBoy ,,
Ndrie_Cielers,persib ,,
BolaBanget,persib ,,
mx_dople,ThaiFootballs ,,
rdheadeace,tribunjabar ,,
erianarh,ThaiFootballs ,,
bravoR22_,Gilang_Mahesa ,,
bravoR22_,persib ,,
cwp2190,IndosiarID ,,
cwp2190,IndosiarSports ,,
rdheadeace,Bolalob ,,
Muhammadhasbi86,bonekcasuals ,,
Muhammadhasbi86,persib ,,
fadilbn,persib ,,
oguthaddict,ThaiFootballs ,,
babaynugraha,ThaiFootballs ,,
iilhammaulanaa,VikingUinJkt ,,
rzk1989,VikingUinJkt ,,
HMuhamadDani1,AzzahrahSyifa_ ,,
HMuhamadDani1,persib ,,
fahrifaisaal,AzzahrahSyifa_ ,,
FNKN17_,ekowBoy ,,
rifqiranadi,ekowBoy ,,
ooncalvo_,persib ,,
dimas_hernandes,persib ,,
FadhillahNovian,ThaiFootballs ,,
NewsToday_ID,tribunjabar ,,
hsnazhri,ThaiFootballs ,,
republikaonline,Gilang_Mahesa ,,
republikaonline,persib ,,
aminsuy,IndosiarID ,,
aminsuy,IndosiarSports ,,
BazengV,Bolalob ,,
Src_zulfi,bonekcasuals ,,
Src_zulfi,persib ,,
dimas_hernandes,persib ,,
arsyadfadh,ThaiFootballs ,,
cobolo22,ThaiFootballs ,,
BolaBanget,VikingUinJkt ,,
UnyildFebriana,VikingUinJkt ,,
akbariyus,AzzahrahSyifa_ ,,
akbariyus,persib ,,
rakputtt,AzzahrahSyifa_ ,,
BuaranBersatu,ekowBoy ,,
BuaranBersatu,ekowBoy ,,
ardianfajarp,persib ,,
NawalJooooo,persib ,,
winphere,ThaiFootballs ,,
anggimprasetia,tribunjabar ,,
abuy1933,ThaiFootballs ,,
gstprdt,Gilang_Mahesa ,,
gstprdt,persib ,,
deniiellnino,IndosiarID ,,
deniiellnino,IndosiarSports ,,
mud1933,Bolalob ,,
tataaa13,bonekcasuals ,,
tataaa13,persib ,,
Brigade_Orange,persib ,,
Aldhiz33,ThaiFootballs ,,
Kidal_11,ThaiFootballs ,,
Idup_Baltim,VikingUinJkt ,,
fay_ranggalawe,VikingUinJkt ,,
Src_zulfi,AzzahrahSyifa_ ,,
Src_zulfi,persib ,,
Andidestian1,AzzahrahSyifa_ ,,
regarakhman,ekowBoy ,,
LuthfiHalawani_,ekowBoy ,,
DityaMJR,persib ,,
Aldi_Bachtiar27,persib ,,
HorasSumutNews6,ThaiFootballs ,,
Miqbaal22_,tribunjabar ,,
RendyZugala,ThaiFootballs ,,
SOE_RI,Gilang_Mahesa ,,
SOE_RI,persib ,,
cendol_sri,IndosiarID ,,
cendol_sri,IndosiarSports ,,
PutraOdon,Bolalob ,,
mdwiyoga,bonekcasuals ,,
mdwiyoga,persib ,,
persi85alawasna,persib ,,
rizkisaputra_15,ThaiFootballs ,,
PutraOdon,ThaiFootballs ,,
wachid__,VikingUinJkt ,,
PrasetyoDimas2,VikingUinJkt ,,
suaradotcom,AzzahrahSyifa_ ,,
suaradotcom,persib ,,
tikusgod43,AzzahrahSyifa_ ,,
chenginsom33,ekowBoy ,,
_Moehammad_,ekowBoy ,,
prtmandka14,persib ,,
tribunkaltim,persib ,,
AgusSutaA,ThaiFootballs ,,
RikiMulyadi20,tribunjabar ,,
Nrdnfsl_,ThaiFootballs ,,
syahrulakbars_,Gilang_Mahesa ,,
syahrulakbars_,persib ,,
BazengV,IndosiarID ,,
BazengV,IndosiarSports ,,
muhazir33,Bolalob ,,
Zenal_Mumin8,bonekcasuals ,,
Zenal_Mumin8,persib ,,
GstnPraja,persib ,,
khairilfiqih,ThaiFootballs ,,
blogger_bandung,ThaiFootballs ,,
bagusdarma,VikingUinJkt ,,
ihsanilarsyadx,VikingUinJkt ,,
maulaQ,AzzahrahSyifa_ ,,
maulaQ,persib ,,
Fahrul65241628,AzzahrahSyifa_ ,,
NcengGalih_,ekowBoy ,,
Ufik_H7,ekowBoy ,,
m_iksan51,persib ,,
Antara_Jabar,persib ,,
iqbbalmuhammad,ThaiFootballs ,,
ChristianCand6,tribunjabar ,,
bagusdarma,ThaiFootballs ,,
BolaBanget,Gilang_Mahesa ,,
BolaBanget,persib ,,
Amin80751241,IndosiarID ,,
Amin80751241,IndosiarSports ,,
Rh_Kurniawan,Bolalob ,,
Riki43665418,bonekcasuals ,,
Riki43665418,persib ,,
lodraMM17,persib ,,
nomznomzzz,ThaiFootballs ,,
edos19_,ThaiFootballs ,,
KikiNF1928,VikingUinJkt ,,
bolagpsportcom,VikingUinJkt ,,
Viking_PPG,AzzahrahSyifa_ ,,
Viking_PPG,persib ,,
Budii33,AzzahrahSyifa_ ,,
newsportainment,ekowBoy ,,
_aditdoank,ekowBoy ,,
Jamesyoshino88,persib ,,
ACStyles30,persib ,,
19x33,ThaiFootballs ,,
SouthKlaten,tribunjabar ,,
Ayie_broo,ThaiFootballs ,,
rudyan94,Gilang_Mahesa ,,
rudyan94,persib ,,
bangroy_sajo,IndosiarID ,,
bangroy_sajo,IndosiarSports ,,
KevinBois28,Bolalob ,,
FarhanhanRK,bonekcasuals ,,
FarhanhanRK,persib ,,
itkabanaidnam,persib ,,
ajid38,ThaiFootballs ,,
bandungaktual,ThaiFootballs ,,
avriansyah__,VikingUinJkt ,,
blogger_bandung,VikingUinJkt ,,
republikaonline,AzzahrahSyifa_ ,,
republikaonline,persib ,,
zamilzn1,AzzahrahSyifa_ ,,
Rere_dfas,ekowBoy ,,
andy_nomicin,ekowBoy ,,
xl_russ,persib ,,
RaihanAbidin,persib ,,
ikbalisme,ThaiFootballs ,,
A_Badag23,tribunjabar ,,
irwaninsomnia,ThaiFootballs ,,
Hend_1933,Gilang_Mahesa ,,
Hend_1933,persib ,,
Indra_draaww,IndosiarID ,,
Indra_draaww,IndosiarSports ,,
Rambo_Wardhana,Bolalob ,,
Simone7ackson,bonekcasuals ,,
Simone7ackson,persib ,,
IIMoon_wt,persib ,,
MZulfikar_,ThaiFootballs ,,
dwiki_np16,ThaiFootballs ,,
StandingTerrace,VikingUinJkt ,,
RezaRizkiaKP,VikingUinJkt ,,
Kiatardiwiantoo,AzzahrahSyifa_ ,,
Kiatardiwiantoo,persib ,,
gemaktrie,AzzahrahSyifa_ ,,
aditya_agaasa,ekowBoy ,,
mdwiirvan,ekowBoy ,,
taufiq_mofu,persib ,,
dfredy33,persib ,,
arif_mitsubishi,ThaiFootballs ,,
RezaDR_,tribunjabar ,,
RVC_official,ThaiFootballs ,,
sidiqrism,Gilang_Mahesa ,,
sidiqrism,persib ,,
hasbi_abu_azzam,IndosiarID ,,
hasbi_abu_azzam,IndosiarSports ,,
AndroidTuner,Bolalob ,,
Rokip_ikip_iip,bonekcasuals ,,
Rokip_ikip_iip,persib ,,
asurwelah26,persib ,,
SuaraJabarID,ThaiFootballs ,,
DaniVnoQo,ThaiFootballs ,,
andryodank77,VikingUinJkt ,,
zahraquinsha,VikingUinJkt ,,
MaungFootball,AzzahrahSyifa_ ,,
MaungFootball,persib ,,
Fazri_Delyzar,AzzahrahSyifa_ ,,
MrYayanS_,ekowBoy ,,
orangbiasa16_,ekowBoy ,,
dediviker93,persib ,,
manggalaf,persib ,,
_Cheviking_,ThaiFootballs ,,
dediviker93,tribunjabar ,,
1GMAUNG,ThaiFootballs ,,
GrahaLingga,Gilang_Mahesa ,,
GrahaLingga,persib ,,
bolagpsportcom,IndosiarID ,,
bolagpsportcom,IndosiarSports ,,
indrategil29,Bolalob ,,
ahmadkamall04,bonekcasuals ,,
ahmadkamall04,persib ,,
pratamaferdy,persib ,,
RendySandia,ThaiFootballs ,,
LuthfiHalawani_,ThaiFootballs ,,
Gusnaabi1,VikingUinJkt ,,
pratamaferdy,VikingUinJkt ,,
ranggaraka651,AzzahrahSyifa_ ,,
ranggaraka651,persib ,,
heripurnawan2,AzzahrahSyifa_ ,,
KoRnHurry,ekowBoy ,,
iam_maulanaaaa,ekowBoy ,,
resput,persib ,,
ButikPersebaya,persib ,,
redaksi18,ThaiFootballs ,,
A_che_P,tribunjabar ,,
suryamalang,ThaiFootballs ,,
SesLuwing29,Gilang_Mahesa ,,
SesLuwing29,persib ,,
andri000me_2,IndosiarID ,,
andri000me_2,IndosiarSports ,,
AsepFm3,Bolalob ,,
tribunpekanbaru,bonekcasuals ,,
tribunpekanbaru,persib ,,
suryavideo,persib ,,
mhdirfaaan_s,ThaiFootballs ,,
TuitBatam,ThaiFootballs ,,
rhmthidayat92,VikingUinJkt ,,
A_che_P,VikingUinJkt ,,
AdenHidayat19,AzzahrahSyifa_ ,,
AdenHidayat19,persib ,,
DikaMahmud33,AzzahrahSyifa_ ,,
Riki43665418,ekowBoy ,,
triigaluh,ekowBoy ,,
28betIndonesia,persib ,,
Doenk666,persib ,,
AriieYoyoy,ThaiFootballs ,,
RamdanYudim,tribunjabar ,,
atahwarah,ThaiFootballs ,,
RiefckyHermawa1,Gilang_Mahesa ,,
RiefckyHermawa1,persib ,,
HorasSumutNews6,IndosiarID ,,
HorasSumutNews6,IndosiarSports ,,
Thiar_Kuddus,Bolalob ,,
efendi_hanafi,bonekcasuals ,,
efendi_hanafi,persib ,,
iounxhadiansyah,persib ,,
andri000me_14,ThaiFootballs ,,
V_Roffi,ThaiFootballs ,,
dediviker93,VikingUinJkt ,,
dinoaviano,VikingUinJkt ,,
rigwarld,AzzahrahSyifa_ ,,
rigwarld,persib ,,
hey_dikee,AzzahrahSyifa_ ,,
CallmeBejo,ekowBoy ,,
ladies_Wani,ekowBoy ,,
yusufnugraha02,persib ,,
syafrud97804954,persib ,,
SekseehOnline,ThaiFootballs ,,
Jazuli_AM,tribunjabar ,,
bunglonindon,ThaiFootballs ,,
tina_angel20,Gilang_Mahesa ,,
tina_angel20,persib ,,
Infonya_Mas,IndosiarID ,,
Infonya_Mas,IndosiarSports ,,
iounxhadiansyah,Bolalob ,,
dhani_thekop,bonekcasuals ,,
dhani_thekop,persib ,,
FOS_PERSIJA,persib ,,
V_Roffi,ThaiFootballs ,,
Dhe93_,ThaiFootballs ,,
VXXN1996,VikingUinJkt ,,
erzypratama,VikingUinJkt ,,
dhani_thekop,AzzahrahSyifa_ ,,
dhani_thekop,persib ,,
MBayu33,AzzahrahSyifa_ ,,
kamibiru,ekowBoy ,,
priatna_devi,ekowBoy ,,
Jazuli_AM,persib ,,
antaranews,persib ,,
Candraasmara85,ThaiFootballs ,,
KurniaSandi35,tribunjabar ,,
mahyudinyol,ThaiFootballs ,,
Niink_,Gilang_Mahesa ,,
Niink_,persib ,,
boti_30,IndosiarID ,,
boti_30,IndosiarSports ,,
Dhe93_,Bolalob ,,
andri000me_2,bonekcasuals ,,
andri000me_2,persib ,,
Dhe93_,persib ,,
Frau86015517,ThaiFootballs ,,
agunglaksnoo,ThaiFootballs ,,
posbekasi,VikingUinJkt ,,
posbekasi,VikingUinJkt ,,
Dio_Pratama12,AzzahrahSyifa_ ,,
Dio_Pratama12,persib ,,
suaradotcom,AzzahrahSyifa_ ,,
Dhe93_,ekowBoy ,,
LiaMarl09581166,ekowBoy ,,
matraman_oren,persib ,,
SilvaAw02,persib ,,
onbobotohonline,ThaiFootballs ,,
BolaBanget,tribunjabar ,,
RahmatsyahTel,ThaiFootballs ,,
VikingPlat_K,Gilang_Mahesa ,,
VikingPlat_K,persib ,,
ExtraReds,IndosiarID ,,
ExtraReds,IndosiarSports ,,
Nizar_Rama182,Bolalob ,,
FoldMaulana30,bonekcasuals ,,
FoldMaulana30,persib ,,
Farie_lEl,persib ,,
dfredy33,ThaiFootballs ,,
dedeyudi21nury1,ThaiFootballs ,,
ekadalabang,VikingUinJkt ,,
UkiHardline,VikingUinJkt ,,
Ewonk1933,AzzahrahSyifa_ ,,
Ewonk1933,persib ,,
MRizki_Aditia,AzzahrahSyifa_ ,,
indosportdotcom,ekowBoy ,,
indosportdotcom,ekowBoy ,,
santosajunior,persib ,,
hczky,persib ,,
SAKBAO,ThaiFootballs ,,
Dio_Pratama12,tribunjabar ,,
IlhamShidik27,ThaiFootballs ,,
robertsmith_33,Gilang_Mahesa ,,
robertsmith_33,persib ,,
Dhe93_,IndosiarID ,,
Dhe93_,IndosiarSports ,,
andri000me_14,Bolalob ,,
IlhamShidik27,bonekcasuals ,,
IlhamShidik27,persib ,,
Dio_Pratama12,persib ,,
Eliaresa,ThaiFootballs ,,
BolaBanget,ThaiFootballs ,,
VikingPlat_K,VikingUinJkt ,,
eday20P,VikingUinJkt ,,
akarilan,AzzahrahSyifa_ ,,
akarilan,persib ,,
dean_BFC30,AzzahrahSyifa_ ,,
dhani_thekop,ekowBoy ,,
Aryamnd,ekowBoy ,,
ijal_28,persib ,,
akangudjie,persib ,,
dji_sam_soe_24,ThaiFootballs ,,
np_aditya,tribunjabar ,,
starsinderom,ThaiFootballs ,,
abdulrhmn07,Gilang_Mahesa ,,
abdulrhmn07,persib ,,
Jey_soarez,IndosiarID ,,
Jey_soarez,IndosiarSports ,,
rdsamin,Bolalob ,,
iman_prass,bonekcasuals ,,
iman_prass,persib ,,
Naimvcu,persib ,,
ussa_patriex,ThaiFootballs ,,
CaverUkie,ThaiFootballs ,,
SyahrulAM13,VikingUinJkt ,,
antaranews,VikingUinJkt ,,
almndfrds,AzzahrahSyifa_ ,,
almndfrds,persib ,,
RizkiNu59293475,AzzahrahSyifa_ ,,
ikhsanalir12,ekowBoy ,,
ApriBodoo,ekowBoy ,,
ArdelinoArip,persib ,,
maildfrusciante,persib ,,
oglexx10,ThaiFootballs ,,
ibnwcksn,tribunjabar ,,
destriapnr,ThaiFootballs ,,
Zidanrajinsolat,Gilang_Mahesa ,,
Zidanrajinsolat,persib ,,
CilebutDani,IndosiarID ,,
CilebutDani,IndosiarSports ,,
destriapnr,Bolalob ,,
TyanBestyana,bonekcasuals ,,
TyanBestyana,persib ,,
62721crew,persib ,,
Sejatibintang,ThaiFootballs ,,
hanipdayando,ThaiFootballs ,,
Andri_Arga,VikingUinJkt ,,
rahmanfadillahg,VikingUinJkt ,,
atahwarah,AzzahrahSyifa_ ,,
atahwarah,persib ,,
MaungFootball,AzzahrahSyifa_ ,,
nanda1268989305,ekowBoy ,,
tiaa1928,ekowBoy ,,
dwikasp,persib ,,
BaystieBoys,persib ,,
TiaAdisari,ThaiFootballs ,,
MNawawi16898222,tribunjabar ,,
Febrianto002,ThaiFootballs ,,
AleshaHayfa,Gilang_Mahesa ,,
AleshaHayfa,persib ,,
r_waluya,IndosiarID ,,
r_waluya,IndosiarSports ,,
Zaydghania,Bolalob ,,
fanshop_soccer,bonekcasuals ,,
fanshop_soccer,persib ,,
SayidR13,persib ,,
abdulrhmn07,ThaiFootballs ,,
jipradhita,ThaiFootballs ,,
mu_carlo,VikingUinJkt ,,
zaffiraaa,VikingUinJkt ,,
Suhendraaa92,AzzahrahSyifa_ ,,
Suhendraaa92,persib ,,
ArdelinoArip,AzzahrahSyifa_ ,,
GoTotheJek,ekowBoy ,,
fokusjabar,ekowBoy ,,
GK_Ciputat,persib ,,
galamedianews,persib ,,
TukangKomporin,ThaiFootballs ,,
VikingBSI,tribunjabar ,,
FoldMaulana30,ThaiFootballs ,,
tuanmaliqq,Gilang_Mahesa ,,
tuanmaliqq,persib ,,
toto_anzik,IndosiarID ,,
toto_anzik,IndosiarSports ,,
TukangKomporin,Bolalob ,,
Itinkhipp16,bonekcasuals ,,
Itinkhipp16,persib ,,
AiqonFarih,persib ,,
Bang_OOK,ThaiFootballs ,,
M_Abdurrahmaan,ThaiFootballs ,,
masdefry,VikingUinJkt ,,
CilebutDani,VikingUinJkt ,,
Mailando_As,AzzahrahSyifa_ ,,
Mailando_As,persib ,,
portalSURYA,AzzahrahSyifa_ ,,
CNNIndonesia,ekowBoy ,,
